iter	Logloss
577	0.3267857841
578	0.3266852732
579	0.3265267704
580	0.3264902522
581	0.3263617741
582	0.3261525443
583	0.3260776648
584	0.3259420716
585	0.3258432538
586	0.3257665956
587	0.3256891872
588	0.3256421464
589	0.3254863868
590	0.3254565978
591	0.3253427784
592	0.3251648806
593	0.3251056028
594	0.3250329736
595	0.3248834931
596	0.3248741278
597	0.3247946193
598	0.3247069027
599	0.3244351162
600	0.3243932403
601	0.3241771741
602	0.3241429275
603	0.324039052
604	0.3239749523
605	0.3239489352
606	0.323894265
607	0.3237839174
608	0.3237188318
609	0.3236792489
610	0.3234822777
611	0.3234507529
612	0.3232946717
613	0.3232575749
614	0.3231872387
615	0.3230939715
616	0.3230433303
617	0.3229462056
618	0.3229204028
619	0.3227389475
620	0.3224648465
621	0.3224255851
622	0.322304372
623	0.3221036718
624	0.3220319212
625	0.3219864663
626	0.3218197983
627	0.3216922631
628	0.3216097542
629	0.3215546983
630	0.3214426576
631	0.3213775292
632	0.3212669458
633	0.3211804508
634	0.3208355421
635	0.3207291807
636	0.3205732281
637	0.3205493327
638	0.3204122608
639	0.3202553653
640	0.3200995199
641	0.319983836
642	0.319957776
643	0.3198411063
644	0.3197656481
645	0.3197644266
646	0.3197239865
647	0.3197075919
648	0.3195740346
649	0.3194903899
650	0.3193227789
651	0.3192258256
652	0.3191713483
653	0.319132387
654	0.3189640902
655	0.3188524568
656	0.3187753056
657	0.3187094056
658	0.3186168028
659	0.3185072695
660	0.3183031404
661	0.3181670971
662	0.318079702
663	0.3179562387
664	0.3179479235
665	0.3178101872
666	0.3176196666
667	0.3174922386
668	0.317336779
669	0.3171885201
670	0.3171361859
671	0.3170718932
672	0.3170343892
673	0.3169973566
674	0.3168489263
675	0.3167193981
676	0.3166208803
677	0.3164154224
678	0.3163706319
679	0.316285937
680	0.3162233803
681	0.3161502152
682	0.3161418358
683	0.316107032
684	0.3158766071
685	0.3158330382
686	0.3157995845
687	0.3156066209
688	0.3155656022
689	0.3154842505
690	0.3154222081
691	0.3153634446
692	0.3152375382
693	0.3151269548
694	0.3150470176
695	0.3147805675
696	0.3147602296
697	0.3146775278
698	0.3145475066
699	0.3143855749
700	0.3141436202
701	0.3140264575
702	0.314019664
703	0.313866476
704	0.3137118736
705	0.313663547
706	0.3136046335
707	0.3135089017
708	0.3133556495
709	0.3131581424
710	0.3130944713
711	0.3130386224
712	0.3129581494
713	0.3128036328
714	0.3127290533
715	0.3126106262
716	0.3124735543
717	0.3124054041
718	0.3121959601
719	0.3118639957
720	0.3115763075
721	0.3114782183
722	0.311312129
723	0.3111136361
724	0.3109655059
725	0.3109030991
726	0.3108468216
727	0.3107598123
728	0.3105875508
729	0.3104113032
730	0.3103424672
731	0.3103131926
732	0.3099996374
733	0.3099290226
734	0.3098324122
735	0.3096558217
736	0.3095588255
737	0.3093115989
738	0.3092344691
739	0.309005823
740	0.3089550747
741	0.308879788
742	0.3086579998
743	0.3085317933
744	0.3084016864
745	0.3082784803
746	0.3082208526
747	0.3081130124
748	0.3080788516
749	0.3080311036
750	0.3079013182
751	0.3077516877
752	0.3077283709
753	0.3076699075
754	0.3076521198
755	0.3074583847
756	0.3071666032
757	0.3071611383
758	0.3070856159
759	0.3070234663
760	0.3069332423
761	0.3067784256
762	0.3066963024
763	0.3062735568
764	0.3061448644
765	0.3059742317
766	0.3057965054
767	0.3057640161
768	0.3056579761
769	0.3056158002
770	0.3055845111
771	0.3054566115
772	0.3053813463
773	0.3052449601
774	0.3051801317
775	0.3051337981
776	0.3051204253
777	0.3048707769
778	0.3048245934
779	0.3047641368
780	0.3045800884
781	0.304431701
782	0.3043546569
783	0.3043485063
784	0.3042557963
785	0.3041628934
786	0.3039899462
787	0.3037223816
788	0.3036007399
789	0.303552949
790	0.3034667969
791	0.3033330253
792	0.3033250101
793	0.3031991894
794	0.3031174949
795	0.3030311927
796	0.3029068079
797	0.3028661964
798	0.3028110976
799	0.3027609064
800	0.3026455226
801	0.3024601454
802	0.3024225985
803	0.3023045358
804	0.302143697
805	0.3020310991
806	0.3019920092
807	0.3018378997
808	0.3016478935
809	0.3016120396
810	0.3014657096
811	0.3013784859
812	0.3012575085
813	0.3011472038
814	0.3011426819
815	0.3011065279
816	0.3009883581
817	0.3007912154
818	0.3006193611
819	0.3005549827
820	0.3004564221
821	0.3003029555
822	0.3002304977
823	0.3001399951
824	0.2999786206
825	0.2999258791
826	0.2998331906
827	0.299776163
828	0.2995710266
829	0.2995177494
830	0.2994452059
831	0.2993180993
832	0.2992079231
833	0.2990291038
834	0.2987859919
835	0.2986254746
836	0.298447041
837	0.2983815482
838	0.2982179663
839	0.2982139373
840	0.2981574241
841	0.2980947173
842	0.2980264814
843	0.2979289923
844	0.2978375038
845	0.2976982031
846	0.2976525767
847	0.2974427898
848	0.2974166441
849	0.2973561662
850	0.2972085503
851	0.2971442362
852	0.2970766218
853	0.2970180726
854	0.2968860583
855	0.2968211656
856	0.2967699887
857	0.2966737426
858	0.2965800896
859	0.2964425676
860	0.2964068423
861	0.2962659986
862	0.2959760173
863	0.2959109746
864	0.2958627979
865	0.2957014877
866	0.2954824212
867	0.2953134387
868	0.2951969618
869	0.2951015515
870	0.2950015336
871	0.2949238681
872	0.2949193676
873	0.2948938434
874	0.2948065554
875	0.2946991867
876	0.2945428484
877	0.294507316
878	0.2944666187
879	0.2943610288
880	0.2942328935
881	0.2941562781
882	0.2940046332
883	0.2939513131
884	0.2937435836
885	0.2937080941
886	0.2934134408
887	0.2933317677
888	0.2931681858
889	0.2931352894
890	0.2929723933
891	0.2929339462
892	0.2928604383
893	0.2928157978
894	0.2927740933
895	0.2926945204
896	0.2926697892
897	0.292606268
898	0.2923390035
899	0.2922571804
900	0.292175893
901	0.2921229159
902	0.2920294344
903	0.2919517689
904	0.2917096427
905	0.2914285553
906	0.2911474678
907	0.2910490572
908	0.2909880649
909	0.2907260509
910	0.2905186857
911	0.2904124528
912	0.2902288544
913	0.2901214428
914	0.2900834459
915	0.2897890927
916	0.2895813631
917	0.2894934108
918	0.2892635645
919	0.2892434838
920	0.2891512667
921	0.2890347041
922	0.2890134018
923	0.2887934138
924	0.2887122979
925	0.2886180663
926	0.2885681109
927	0.2882710146
928	0.2880462689
929	0.2879484155
930	0.2879141047
931	0.2878874447
932	0.2876917378
933	0.2876501191
934	0.2873460148
935	0.2872650489
936	0.2872156508
937	0.2871120753
938	0.2870903444
939	0.2870230085
940	0.2869548155
941	0.2869006811
942	0.2868050993
943	0.2867324915
944	0.2866498754
945	0.2865754674
946	0.2865383277
947	0.286257926
948	0.2862064919
949	0.2860839929
950	0.2858172642
951	0.2857729237
952	0.2856953224
953	0.2855693303
954	0.2855390056
955	0.2854429952
956	0.2852837209
957	0.2852151421
958	0.2849111878
959	0.2848342081
960	0.2847287039
961	0.2845594428
962	0.2845135378
963	0.2843281178
964	0.2842996147
965	0.2842103765
966	0.2841241386
967	0.2840359291
968	0.2839946961
969	0.2838718114
970	0.2837081652
971	0.2834145621
972	0.2833340248
973	0.2831816727
974	0.2831232307
975	0.2830584665
976	0.282968414
977	0.2829078503
978	0.2828669816
979	0.2827036568
980	0.2826793756
981	0.2825473614
982	0.2824127969
983	0.2823349599
984	0.2822377923
985	0.2821864867
986	0.2821429392
987	0.2820433927
988	0.2819627698
989	0.2818963769
990	0.2818595372
991	0.2818075459
992	0.2817087066
993	0.2816906404
994	0.281591694
995	0.2813240437
996	0.2812220756
997	0.280886125
998	0.2808395557
999	0.2807358945
